"","X4PSENRSTLV","X3TGPATOT","X1SES","S1FRNDCLG"
"5121","2",3.5,2.2827,1
"5122","2",3.5,0.2462,2
"5123","0",2.5,0.6518,1
"5125","0",2.5,-1.2268,2
"5126","2",3.5,1.1912,1
"5128","2",4,1.7574,1
"5129","2",3.5,-0.0075,1
"5130","1",3,-0.4161,1
"5131","2",3.5,0.7539,1
"5132","2",4,-0.3122,1
"5133","2",3.5,0.8023,1
"5135","1",2.5,-0.4257,1
"5136","2",4,-0.4843,1
"5137","1",3,0.3237,1
"5138","2",3.5,2.4131,1
"5139","2",4,1.9474,1
"5141","1",2.5,-0.7553,1
"5142","2",2,1.3521,1
"5143","2",3,-0.0388,1
"5144","2",3.5,-0.0932,1
"5146","0",2.5,0.1098,1
"5147","2",2.5,0.3478,1
"5148","2",3,0.4928,1
"5149","0",3.5,-0.1523,1
"5150","2",3.5,1.8394,1
"5151","0",3,0.2714,1
"5153","0",2.5,0.5085,1
"5154","0",3.5,-1.233,1
"5155","1",3.5,0.6924,1
"5156","0",2.5,-0.3554,1
"5157","2",3,0.7523,1
"5158","2",3,1.7616,1
"5159","0",2,-0.1987,1
"5160","2",2.5,-0.291,1
"5161","1",2.5,-0.6782,1
"5163","0",2.5,1.1856,1
"5164","0",2,0.9798,1
"5166","2",3.5,-0.0258,1
"5167","1",3.5,0.5042,1
"5168","0",2,-0.7553,1
"5170","2",4,1.527,1
"5171","1",2,-0.1651,1
"5172","2",3,0.5124,1
"5173","2",3,1.1175,1
"5174","2",4,2.1833,1
"5175","0",3,-0.0685,1
"5176","2",4,1.2881,1
"5177","2",4,1.1907,1
"5178","2",3,1.9005,1
"5179","2",4,0.1389,1
"5181","2",4,-0.0227,1
"5182","2",2,-1.5735,1
"5185","2",3,-0.3497,1
"5186","2",3.5,0.3423,1
"5187","2",3,-0.0902,1
"5188","2",3,-0.9069,1
"5189","2",3,-0.6665,1
"5190","2",4,0.8207,1
"5191","0",2,-0.8472,1
"5192","2",3,-0.7751,1
"5193","2",3,0.2678,1
"5194","2",2.5,-0.7751,1
"5195","2",3,1.1188,1
"5196","1",2,-0.8201,1
"5197","2",2.5,-0.5318,1
"5198","1",2.5,-0.232,1
"5199","2",3.5,1.3615,1
"5201","2",2.5,-0.2751,1
"5202","1",3,0.6216,1
"5203","2",3,1.5873,1
"5204","2",2.5,0.7297,1
"5205","2",3.5,0.9924,1
"5206","2",2.5,0.471,1
"5207","2",2.5,0.8775,1
"5208","2",3,0.6165,1
"5209","2",3.5,0.5329,1
"5210","2",3,0.0215,1
"5211","2",2.5,-0.7134,1
"5212","2",3,0.7671,1
"5213","2",2.5,0.9644,1
"5215","2",3.5,0.6836,1
"5216","2",2,0.6846,1
"5218","2",3.5,-0.6592,1
"5219","2",3,2.4572,1
"5220","0",2.5,-0.5983,1
"5221","2",3.5,1.1594,1
"5222","0",1,-0.5999,1
"5223","0",3,-1.0537,1
"5224","2",4,1.897,1
"5225","0",4,0.0115,1
"5226","2",4,-0.0117,1
"5227","2",3.5,0.814,1
"5228","2",3.5,0.1432,1
"5229","2",3,0.9017,1
"5230","2",3,-0.8405,1
"5231","0",3,-0.9952,1
"5232","2",3.5,-1.4438,1
"5234","2",4,1.998,1
"5235","2",3.5,1.0936,1
"5236","0",4,-0.4584,1
"5237","0",2,0.0083,1
"5238","1",3.5,1.374,1
"5241","1",3.5,0.7961,1
"5242","0",2.5,-0.87,1
"5243","0",2,1.1395,1
"5244","2",3,1.4041,1
"5245","2",3.5,1.2487,1
"5246","2",3,-0.5318,1
"5247","0",2.5,-0.3378,1
"5248","1",2.5,-0.1795,1
"5251","2",3,1.3512,1
"5252","1",2.5,-0.0105,1
"5253","2",3.5,1.0699,1
"5254","2",3.5,0.7292,1
"5255","2",4,-0.4139,1
"5257","2",3.5,1.0241,1
"5258","0",2,1.3133,1
"5259","2",3.5,-0.0553,1
"5260","0",2.5,-0.0389,1
"5261","2",3.5,0.4073,1
"5262","0",2,0.4466,1
"5263","2",3,0.7533,1
"5264","2",4,1.7484,1
"5265","0",3.5,-0.1942,1
"5266","2",4,1.4801,1
"5267","0",3,0.215,1
"5268","0",4,-0.8027,1
"5269","2",3.5,-0.2035,1
"5270","0",2,-0.2634,1
"5271","2",4,1.7484,1
"5272","2",3,0.1563,1
"5274","1",3,-0.2239,1
"5275","0",3,-0.2411,1
"5276","2",3,0.0447,1
"5277","0",2.5,-0.5434,1
"5278","2",4,1.081,1
"5279","2",3,0.6261,1
"5280","2",3.5,0.4062,1
"5281","2",3.5,0.5474,1
"5283","0",2,-0.9782,1
"5284","1",3,-1.0556,1
"5285","0",3,-0.601,1
"5286","2",2.5,0.1856,1
"5287","2",4,0.6766,1
"5288","2",3.5,1.2984,1
"5291","2",4,1.2149,1
"5293","2",3,-0.5083,1
"5294","0",3,1.492,1
"5296","2",3.5,0.2282,1
"5297","2",4,1.7484,1
"5298","0",2,-1.0495,1
"5300","0",3,-0.2571,1
"5302","0",2.5,0.3664,1
"5303","2",4,0.8427,1
"5304","2",3,0.6408,1
"5305","0",3.5,-0.4046,1
"5306","0",2.5,-0.6363,1
"5307","2",3.5,1.7886,1
"5308","2",3.5,1.0178,1
"5311","2",4,0.4116,1
"5313","2",3,-0.3984,1
"5314","1",2,-0.1431,1
"5315","0",3,-0.1498,2
"5316","2",3.5,-0.5628,1
"5317","2",3.5,-0.0996,1
"5319","2",2.5,0.6839,1
"5320","2",3.5,1.6074,1
"5321","2",4,1.4816,1
"5322","2",3.5,1.0103,2
"5323","2",3.5,0.4481,1
"5324","2",3,0.9764,1
"5325","2",3.5,0.679,1
"5326","2",4,0.1757,1
"5327","2",3.5,-0.5531,1
"5328","2",4,1.2812,1
"5329","0",2.5,-0.5829,1
"5330","0",1.5,-1.0229,1
"5331","2",3,-0.0289,1
"5333","1",3.5,-0.7641,2
"5334","2",3.5,-0.1062,1
"5335","2",3.5,0.6209,1
"5336","2",3.5,0.5386,1
"5337","2",4,1.179,1
"5338","2",3.5,-0.7083,1
"5339","2",2.5,-0.2066,1
"5340","2",2,-1.0466,1
"5341","0",2,-0.8455,1
"5342","2",3.5,1.1405,1
"5343","2",2,1.7196,1
"5344","2",4,-0.1629,1
"5345","2",4,0.8973,1
"5346","1",3.5,-0.0853,1
"5347","0",3.5,-0.4046,1
"5349","1",3,-0.1763,1
"5351","2",3.5,-0.5212,1
"5352","2",3,0.8512,1
"5355","2",3.5,-0.8602,1
"5357","2",3,0.8361,1
"5358","1",2.5,-0.4567,1
"5359","0",3,-0.4046,1
"5360","2",3,0.3171,1
"5361","2",4,-0.0784,1
"5362","1",2.5,-0.8671,1
"5363","2",3,0.1436,1
"5364","2",3,0.5923,1
"5365","2",3,0.6891,1
"5367","2",3.5,-0.1864,1
"5369","0",3,0.683,1
"5370","2",4,0.1896,1
"5371","2",3,1.0597,1
"5372","1",4,0.381,1
"5374","2",3.5,0.855,1
"5375","0",3,0.357,1
"5377","2",2.5,0.4272,1
"5378","0",2.5,-0.5436,2
"5379","0",3,-0.4834,1
"5380","1",2.5,-0.3118,1
"5381","0",3,0.0648,1
"5384","2",4,-0.4293,1
"5385","0",3,0.9973,1
"5386","1",3,-0.3554,1
"5387","2",3.5,-0.4024,1
"5388","2",4,0.0913,1
"5389","0",1.5,-0.5628,1
"5391","0",3,0.1314,2
"5392","2",3,1.3476,1
"5393","2",3.5,0.0387,1
"5394","0",2,0.0961,1
"5396","2",3.5,0.4959,1
"5398","0",1.5,-0.5044,1
"5399","2",3.5,-0.2316,1
"5400","1",2,0.5081,1
"5403","2",3.5,0.5156,1
"5404","2",3.5,0.7604,1
"5405","0",3,-0.6521,2
"5407","0",2.5,0.5498,1
"5408","0",1.5,-0.6231,1
"5409","0",3.5,0.1284,1
"5410","2",4,0.6733,1
"5411","0",2,0.6561,1
"5412","0",2,-0.2004,1
"5413","0",3.5,0.216,1
"5414","2",4,0.5828,1
"5415","2",4,1.3601,1
"5416","2",3.5,0.8271,1
"5417","2",4,2.1234,1
"5418","2",3.5,0.5758,1
"5419","0",2.5,-0.0594,1
"5422","2",3.5,0.5648,1
"5425","0",2.5,-0.8429,1
"5427","1",3,1.0829,1
"5428","2",3,-0.6553,2
"5429","2",3.5,-0.1188,1
"5431","2",3.5,0.6581,1
"5432","0",3.5,-0.4046,1
"5433","0",2.5,0.451,1
"5434","2",4,1.8402,1
"5435","1",3,-0.3173,1
"5436","0",3.5,-0.1236,1
"5437","0",2.5,-0.0055,1
"5438","1",4,0.3737,1
"5439","2",3,0.0753,1
"5441","2",3,0.2669,1
"5442","2",3.5,1.3987,1
"5444","0",2.5,-0.7728,1
"5446","2",3.5,1.2637,1
"5448","2",3,0.2401,1
"5449","2",4,-0.4341,1
"5450","2",3,0.0153,1
"5451","2",3.5,0.5561,1
"5453","2",3.5,0.6194,1
"5454","2",4,1.6225,1
"5455","2",4,2.0674,1
"5456","2",4,0.9893,1
"5457","0",2.5,0.2732,1
"5459","0",3.5,1.1947,1
"5460","2",1.5,0.6021,1
"5463","2",4,1.4071,1
"5464","2",3,0.5446,1
"5465","1",4,-0.1915,1
"5467","1",3,-0.5442,1
"5468","2",4,0.3947,1
"5469","0",2.5,-0.3996,1
"5472","2",4,1.1637,1
"5473","0",3,1.2579,1
"5474","0",3,-0.195,1
"5475","1",3.5,-1.1012,1
"5476","2",4,0.672,1
"5477","2",2.5,-0.1423,1
"5478","2",2,0.9456,1
"5479","0",2,-0.1356,1
"5480","2",4,1.0412,1
"5481","1",2.5,-0.4584,1
"5483","2",2.5,-0.0677,1
"5484","2",3.5,-0.9072,1
"5485","2",2.5,-0.0047,1
"5486","0",2.5,0.6592,1
"5487","0",3,-0.4728,1
"5488","0",3,0.1805,1
"5489","1",3,0.6008,1
"5490","2",4,1.1076,1
"5491","0",3,-0.8455,1
"5492","2",2.5,1.2898,1
"5493","2",4,1.5973,1
"5496","0",1,-0.2477,2
"5497","2",3.5,1.8836,1
"5498","2",4,2.5668,1
"5499","2",4,1.6501,1
"5501","2",3.5,-0.4679,1
"5502","2",3.5,0.2355,1
"5503","2",4,-0.3588,1
"5504","0",2,-1.0862,1
"5505","0",2.5,-0.601,2
"5506","2",3,-0.8725,1
"5507","0",1.5,-0.5236,1
"5508","2",3.5,0.6423,1
"5509","2",3.5,0.2803,1
"5510","1",2.5,-0.0996,1
"5512","1",3.5,0.0029,1
"5513","0",3,-1.1012,1
"5514","2",3,0.2647,1
"5515","1",4,0.4452,1
"5518","2",3,1.1489,1
"5520","2",3,-0.6333,1
"5521","2",4,1.9418,1
"5524","0",3,-0.3312,1
"5526","2",4,1.1937,1
"5527","2",3,1.243,1
"5528","2",3.5,0.4087,1
"5529","1",2,-0.7751,1
"5530","2",3.5,-0.5628,1
"5531","0",2.5,-0.4726,1
"5532","1",2.5,-0.2336,1
"5533","2",3,-0.5386,1
"5534","0",3,0.3643,1
"5535","0",3,1.1568,1
"5536","2",3.5,0.6971,1
"5537","2",3,0.8096,1
"5538","2",3,-0.4318,1
"5539","2",3,1.053,1
"5540","2",3,0.6078,1
"5541","2",2,1.0926,1
"5543","1",3,-0.473,1
"5544","2",3.5,1.1126,1
"5545","2",3,0.4529,1
"5546","2",4,0.944,1
"5548","2",3,0.8473,1
"5549","2",3.5,0.2103,1
"5550","2",3.5,-0.6744,1
"5551","1",3,-0.0655,1
"5554","0",2.5,-0.3932,1
"5555","2",2.5,1.7611,1
"5556","2",3.5,0.7263,1
"5557","2",3.5,0.2291,1
"5558","2",4,1.93,1
"5559","2",4,1.4363,1
"5560","0",2.5,0.6799,1
"5561","1",3.5,-0.1984,1
"5562","2",2.5,0.1984,1
"5563","2",2.5,1.3306,1
"5564","2",3.5,0.0774,1
"5566","2",2,0.2718,1
"5567","0",2,-1.5119,2
"5568","2",3,0.018,1
"5570","2",3.5,-0.4204,1
"5571","2",4,0.4496,1
"5572","0",3.5,-0.1602,1
"5574","0",2.5,-0.1505,1
"5575","2",4,-1.6338,1
"5576","1",4,-0.0837,1
"5577","2",3.5,0.8651,1
"5579","2",3.5,0.6797,1
"5580","2",3,0.4773,1
"5582","1",3,-0.0666,1
"5583","0",2.5,1.013,1
"5584","2",4,1.3728,1
"5585","0",2.5,0.0178,1
"5586","2",4,0.7275,1
"5589","1",3,0.8635,1
"5590","2",3.5,0.6045,1
"5591","0",3,0.5499,1
"5593","0",1.5,-0.1245,1
"5594","2",3.5,-0.3641,1
"5596","1",3,-0.8429,1
"5597","1",3,-0.482,1
"5598","2",2.5,1.6672,1
"5599","0",3.5,1.4699,1
"5600","0",2,0.1753,1
"5601","2",4,0.5161,1
"5603","2",3.5,-0.3253,1
"5604","2",3,0.4378,1
"5607","2",3.5,1.3202,1
"5608","2",3.5,0.5669,1
"5609","0",2.5,-0.8429,1
"5611","2",2.5,-0.4438,1
"5612","2",3.5,2.2934,1
"5613","0",1.5,-0.3298,1
"5614","2",3,2.1535,1
"5615","2",4,0.5889,1
"5616","0",3.5,-0.8837,1
"5617","2",3,0.8902,1
"5618","2",3.5,-0.652,1
"5619","2",3,-0.0855,1
"5620","2",2.5,0.2976,1
"5621","0",2.5,0.2732,1
"5622","2",2.5,-0.0996,1
"5625","2",4,-0.0149,1
"5627","1",3,1.2156,1
"5628","0",3,0.3341,1
"5629","2",2.5,1.1594,1
"5631","2",4,-0.1527,1
"5632","2",3.5,0.8401,1
"5633","2",3,-0.6116,1
"5634","2",3.5,0.255,1
"5636","2",3.5,1.179,1
"5637","2",3.5,1.7029,1
"5638","2",3,-0.3713,1
"5639","1",3,0.9827,1
"5641","2",3.5,1.13,1
"5642","0",2,-0.388,1
"5643","2",3,1.2821,1
"5644","2",3.5,1.6801,1
"5645","2",3.5,0.0443,1
"5646","1",2.5,-0.2411,1
"5647","2",4,0.6409,1
"5648","2",3,0.0719,1
"5649","2",3,1.7555,1
"5650","2",4,0.6086,1
"5651","0",2.5,-0.3686,2
"5652","0",3,-1.1272,1
"5653","2",3.5,-0.1484,1
"5654","2",3.5,1.3912,1
"5655","0",3.5,0.4117,1
"5658","2",4,0.8772,1
"5659","2",4,1.1126,1
"5660","2",3.5,1.2088,1
"5661","2",4,1.3146,1
"5662","2",4,0.3355,1
"5663","0",2.5,-1.3077,1
"5665","2",4,1.6255,1
"5666","1",4,0.4174,1
"5667","2",3.5,1.2008,1
"5669","0",2.5,0.4807,1
"5670","2",4,0.3708,1
"5671","2",3,0.928,1
"5672","2",2.5,0.895,1
"5673","0",3.5,-1.1012,1
"5674","1",3,0.4073,1
"5675","2",3.5,-0.7034,1
"5677","2",3.5,0.258,1
"5678","2",3,0.0374,1
"5679","0",2,-0.8837,1
"5680","1",3.5,-0.8507,1
"5681","1",1.5,0.4045,1
"5682","2",3.5,-0.3173,1
"5684","2",2.5,0.7667,1
"5685","2",3.5,-0.1897,1
"5687","0",3,-0.2605,1
"5688","1",2.5,1.5122,1
"5689","1",2,0.5217,1
"5690","2",3,0.9587,1
"5691","2",3,0.3498,1
"5692","1",2.5,0.7316,1
"5693","2",3.5,-0.6333,1
"5694","2",2.5,0.9151,1
"5695","0",3,-0.7751,1
"5696","2",3,0.8078,1
"5697","2",3,0.7279,1
"5698","2",3.5,-0.0505,1
"5699","1",2,-0.056,1
"5700","2",3,0.0153,1
"5701","2",4,0.155,1
"5702","2",4,0.4716,1
"5704","2",4,1.7152,1
"5705","2",4,0.4703,1
"5706","0",2,1.6709,1
"5707","2",2.5,-0.1535,1
"5708","2",3.5,0.8283,1
"5709","2",3.5,2.5061,1
"5710","2",4,0.0214,1
"5711","2",2.5,-0.8103,1
"5713","2",3.5,0.0306,1
"5714","2",3.5,1.0059,1
"5715","2",3.5,1.3208,1
"5716","2",3,-0.5512,1
"5717","0",3.5,0.2814,1
"5718","1",2.5,-0.0422,1
"5721","2",3.5,-0.4843,1
"5723","2",3.5,0.2213,1
"5724","2",4,-0.1032,1
"5725","2",3.5,1.8238,1
"5726","2",3.5,-0.0426,1
"5727","0",3.5,-0.4293,2
"5728","2",3.5,-0.4003,1
"5729","2",3.5,0.5199,1
"5730","2",2,0.4073,1
"5731","2",4,0.6725,1
"5732","2",3,0.9269,1
"5733","2",4,0.2472,1
"5734","2",3,-0.2639,1
"5736","2",3.5,-0.0043,1
"5737","2",3.5,1.087,1
"5738","0",2.5,-0.704,1
"5740","2",2,0.8512,1
"5742","2",3,0.2256,2
"5743","0",2,0.696,1
"5744","2",3.5,0.4235,1
"5745","2",3.5,1.2984,1
"5746","2",3,-0.0884,1
"5748","0",3,0.411,1
"5750","2",4,2.0785,1
"5752","0",4,-0.2565,1
"5753","2",3.5,0.2313,1
"5754","2",3.5,1.6832,1
"5755","2",2.5,1.2796,1
"5756","2",3.5,1.2868,1
"5757","0",2.5,-0.7901,1
"5758","2",2,1.3246,1
"5759","2",2.5,0.2689,1
"5760","2",3.5,0.2452,1
"5761","2",3.5,0.6287,1
"5762","2",3,-0.6134,1
"5764","0",3,0.5864,1
"5765","2",3,1.9207,1
"5766","2",3.5,1.202,1
"5767","2",4,-0.256,1
"5769","2",3,1.4372,1
"5772","0",2.5,-0.1984,1
"5773","0",3.5,-0.5915,1
"5775","1",2.5,0.664,2
"5776","2",3,0.0944,1
"5777","2",4,1.9005,1
"5778","2",2,-0.0142,1
"5779","1",2.5,0.6017,1
"5780","2",3,1.053,1
"5781","0",3.5,-0.1801,1
"5782","0",2.5,0.2353,1
"5783","2",3,0.3945,1
"5785","0",3.5,-1.0862,1
"5786","2",3.5,1.4654,1
"5787","2",3.5,1.5061,1
"5788","2",3,1.179,1
"5789","1",2,0.23,1
"5790","2",3,0.772,1
"5791","2",3.5,0.6846,1
"5792","2",3.5,0.2011,1
"5794","1",3,0.0374,1
"5796","2",3.5,1.2559,1
"5797","2",4,1.3589,1
"5798","2",3.5,0.4073,1
"5799","0",3,0.9691,1
"5800","2",3.5,2.026,2
"5801","1",3,0.522,1
"5803","2",2,-0.0128,1
"5804","2",2.5,0.0186,1
"5805","2",3.5,0.0153,1
"5807","2",3.5,0.8795,1
"5808","2",3.5,0.9413,1
"5810","0",2.5,0.832,1
"5811","0",3,-0.0823,1
"5812","0",2.5,-0.623,1
"5814","2",2.5,0.6914,1
"5815","0",2,-0.0849,1
"5816","2",2.5,1.4453,1
"5817","2",3.5,-0.8705,1
"5818","0",2,0.9466,1
"5819","0",3,1.3235,1
"5820","2",3.5,0.5176,1
"5821","0",2.5,0.1439,1
"5822","2",3,1.0648,1
"5823","2",2.5,0.2452,1
"5824","2",4,-0.4169,1
"5825","0",4,2.5372,1
"5826","2",3,-0.4854,1
"5827","0",3,-0.2174,1
"5828","2",3.5,0.1852,1
"5829","2",3.5,0.9079,1
"5830","2",2.5,-0.2048,1
"5831","2",4,0.3574,1
"5832","0",3.5,0.3385,1
"5833","2",4,1.171,1
"5837","0",3,-0.8158,1
"5838","2",3.5,-0.5386,1
"5839","2",4,1.8566,1
"5840","2",3,-0.5628,1
"5841","2",3.5,0.9309,1
"5842","1",3.5,-0.2779,1
"5843","0",3.5,-0.1229,1
"5844","2",3.5,0.6871,1
"5845","0",2,0.3831,1
"5846","0",3.5,-0.2888,1
"5847","2",3.5,0.5366,1
"5848","2",3.5,-0.6949,1
"5849","2",3.5,1.1933,1
"5850","2",4,1.1461,1
"5853","1",2.5,0.1753,1
"5854","2",3,1.2715,1
"5856","2",3.5,0.4751,1
"5857","2",3.5,2.522,1
"5858","0",2,-0.1433,2
"5860","1",2,-0.9667,1
"5861","1",3,0.0472,1
"5863","1",3,-0.4742,1
"5864","0",3,1.4041,1
"5865","0",2,-0.0506,2
"5866","0",2.5,-0.8837,1
"5867","2",3.5,0.6782,1
"5868","2",4,0.0808,1
"5869","2",3.5,-0.0754,1
"5870","2",3.5,-0.7751,1
"5871","2",3,-1.245,1
"5873","0",3.5,0.1759,1
"5874","2",4,0.9721,1
"5875","2",3,1.4787,1
"5876","1",3.5,0.0643,1
"5877","0",2,-0.6665,1
"5878","2",3.5,-0.4082,1
"5880","2",3,2.4837,1
"5882","2",3.5,-0.0277,1
"5883","0",0.5,-0.0396,1
"5885","2",2.5,1.0293,1
"5886","0",3.5,-0.5415,1
"5887","2",3.5,0.8512,1
"5888","0",3.5,0.001,1
"5889","0",3,-0.3581,1
"5890","0",3.5,0.1281,1
"5891","2",4,0.5221,1
"5892","2",3,0.6144,1
"5893","2",4,1.2185,1
"5894","1",2,-1.1008,2
"5897","2",3.5,0.5079,1
"5898","1",3,-0.1807,1
"5901","1",3.5,-1.2389,1
"5903","2",4,0.2273,1
"5904","2",3.5,1.8637,1
"5905","2",4,0.1695,1
"5906","2",2,-0.3312,1
"5907","2",3.5,0.4072,1
"5908","1",3,-0.1982,1
"5909","2",4,0.4087,2
"5911","1",3.5,-0.3875,1
"5912","2",3,-0.6671,1
"5913","1",3,-0.4235,1
"5914","2",2.5,-0.8546,1
"5915","2",2.5,0.1413,1
"5916","1",3.5,1.0671,1
"5917","2",4,0.856,1
"5918","2",3.5,-0.4633,1
"5919","1",3,-0.5442,1
"5922","1",2.5,0.7132,1
"5923","2",3.5,0.6898,1
"5924","2",3.5,-0.6665,1
"5926","2",3.5,-0.4341,1
"5927","2",3.5,0.3645,1
"5929","2",4,0.3951,1
"5932","0",1.5,0.2246,2
"5933","2",2.5,0.6255,1
"5934","2",2,0.4466,2
"5935","2",4,2.1291,1
"5939","2",3.5,-0.3118,1
"5940","2",4,1.2983,1
"5941","2",3,0.8386,1
"5942","2",3,0.0329,1
"5943","2",3,0.0563,1
"5944","2",3,1.4977,1
"5945","0",2.5,-0.2572,1
"5946","2",2.5,0.7604,1
"5947","2",4,-0.1369,1
"5948","2",3.5,1.0759,1
"5949","2",4,0.165,2
"5950","2",1.5,-0.3747,2
"5951","2",3.5,1.765,1
"5952","2",2.5,0.4073,2
"5954","2",4,0.6387,1
"5955","2",3.5,-0.8455,1
"5956","0",2.5,-1.2803,1
"5957","1",2.5,0.1689,1
"5958","1",3,-0.3075,1
"5959","2",3.5,1.1586,1
"5960","1",3,0.8222,1
"5961","0",4,0.6,1
"5962","2",4,0.728,1
"5963","2",3.5,1.5682,1
"5964","2",4,0.8118,1
"5965","2",3,0.3152,1
"5966","2",4,0.3966,1
"5967","2",3.5,0.3202,1
"5968","2",3,-0.7751,2
"5969","2",4,1.4787,1
"5970","2",3.5,-0.0901,1
"5971","0",3.5,-0.0676,2
"5972","2",3.5,0.8066,1
"5973","1",2.5,-0.4553,1
"5976","2",3.5,0.5792,1
"5978","2",2.5,0.5269,1
"5979","2",3,0.296,1
"5980","2",3.5,0.3385,1
"5981","2",3.5,0.9281,1
"5982","2",2,0.0374,1
"5984","0",1.5,-0.7901,1
"5985","2",3.5,0.7946,1
"5986","0",3.5,-0.0872,1
"5987","0",2,-0.4741,2
"5988","2",4,-0.1585,1
"5989","0",2.5,0.0443,1
"5990","2",4,1.5489,1
"5993","2",3.5,1.4704,1
"5994","2",3.5,1.6758,1
"5996","2",3.5,0.2531,1
"5997","1",2,0.3511,1
"5999","2",4,-0.3623,1
"6000","2",3.5,1.4935,1
"6001","0",2.5,-1.0836,1
"6002","0",2,0.8711,1
"6003","0",3,-1.0246,1
"6004","2",2.5,-0.3686,1
"6005","0",3,-0.0912,1
"6007","0",3.5,0.553,1
"6008","0",2.5,0.483,1
"6011","2",3.5,1.1604,1
"6012","2",3,0.4327,1
"6014","2",3,0.0117,1
"6015","1",3.5,-1.0868,1
"6016","2",2.5,-0.2174,1
"6017","0",2,-0.8412,1
"6018","1",3.5,0.4289,1
"6019","0",3,0.5216,1
"6020","2",3.5,1.335,1
"6021","2",4,1.7517,1
"6022","2",4,-0.0855,1
"6023","2",3.5,0.5182,1
"6024","1",2.5,0.4073,1
"6025","2",3,0.3355,1
"6026","2",2.5,-0.0872,1
"6028","2",3.5,0.9079,1
"6030","2",3,-0.3554,1
"6031","1",3.5,-0.2938,1
"6032","2",4,1.5003,1
"6033","0",3,1.7409,1
"6034","1",3,-0.6532,1
"6035","2",3,0.3476,1
"6036","1",2.5,0.6684,1
"6039","2",3,0.6318,1
"6040","2",3.5,0.9413,1
"6041","1",2,-0.2033,1
"6042","2",3.5,1.5061,1
"6043","2",4,0.942,1
"6044","2",3.5,0.6881,1
"6045","2",4,-0.1804,1
"6047","1",3,0.1563,1
"6048","2",3.5,-0.2456,1
"6049","2",3,-0.1236,1
"6050","0",2.5,-0.6574,1
"6052","2",3,0.5175,1
"6053","2",4,0.6622,1
"6054","1",3,-1.1153,1
"6056","2",4,1.4187,1
"6057","2",3.5,0.9223,1
"6058","0",0.5,0.1079,2
"6059","2",2.5,0.6165,1
"6060","0",2.5,-0.2937,1
"6062","2",2.5,-0.2751,1
"6065","2",3.5,0.5559,1
"6066","2",3.5,1.2548,1
"6067","2",4,-0.1066,1
"6068","0",3,0.7903,1
"6069","2",3,1.7902,1
"6070","2",3,0.5048,1
"6071","2",4,1.0613,1
"6072","1",3,-1.0282,1
"6073","1",3.5,0.9193,1
"6074","2",3.5,1.4812,1
"6075","0",3,-0.1495,1
"6076","2",4,1.0865,1
"6077","2",3.5,-0.4204,1
"6078","1",3,-0.8194,1
"6080","2",4,0.438,1
"6081","2",3.5,1.032,1
"6082","1",1.5,-0.5964,1
"6083","0",3,-1.5325,1
"6084","2",3.5,0.5721,1
"6085","2",3.5,-0.1236,1
"6086","0",1.5,-1.7526,1
"6087","0",3,-0.5186,1
"6089","1",3.5,-0.0965,1
"6090","2",2,-0.0102,1
"6091","2",3,-0.601,2
"6092","0",2.5,-1.3419,1
"6093","1",3,0.8731,1
"6094","2",2.5,1.2268,1
"6095","0",2.5,-0.2794,1
"6096","0",3,-0.6504,1
"6097","2",3.5,1.4248,1
"6098","2",4,0.9673,1
"6099","2",3.5,-0.2316,1
"6101","1",3.5,-0.0089,1
"6103","1",2.5,0.6424,1
"6104","2",3.5,-0.5013,1
"6105","0",3.5,1.527,1
"6107","0",3,1.3314,1
"6108","2",3,0.4041,1
"6109","1",1.5,-0.6543,1
"6111","2",3.5,0.2344,1
"6112","2",3.5,1.5697,1
"6113","1",2.5,-0.7046,1
"6114","2",3,-0.4414,1
"6116","2",3,-0.5436,1
"6117","2",3.5,-0.4975,1
"6118","2",3.5,1.1188,1
"6119","2",3,-1.4268,1
"6120","2",3.5,-0.3598,1
"6121","2",3,-0.6756,1
"6122","2",2.5,-1.43,1
"6123","1",3.5,1.0423,1
"6124","2",3.5,1.1166,1
"6125","2",2,-0.0324,1
"6126","2",3,0.5958,1
"6127","2",2.5,1.0668,1
"6128","2",3.5,0.018,1
"6130","1",3,-0.4311,1
"6131","0",2.5,0.9581,1
"6132","2",3,1.1166,1
"6133","2",3,-1.3476,1
"6135","1",3.5,0.1284,1
"6136","2",2.5,-0.0103,1
"6137","2",3,-0.4559,1
"6138","2",4,-0.2245,1
"6139","0",2,1.5764,1
"6140","2",4,1.0175,1
"6142","2",4,0.8022,1
"6143","2",2.5,-0.1955,1
"6144","0",1,-0.6328,2
"6145","0",2,-0.8837,1
"6146","2",3.5,0.9461,1
"6147","2",3,0.9868,1
"6148","2",3.5,0.7262,1
"6149","1",2.5,-0.0128,1
"6150","2",3,-0.1431,1
"6152","1",3,-0.7778,1
"6153","2",4,0.5182,1
"6154","2",3.5,-0.0688,1
"6155","2",4,1.3438,1
"6156","2",3,-0.0884,1
"6157","0",3.5,0.2797,1
"6158","2",3.5,0.1611,1
"6159","1",3.5,-0.087,1
"6161","1",2.5,1.2409,1
"6162","2",3.5,0.6785,1
"6163","1",3.5,0.3263,1
"6166","1",3,1.97,1
"6167","0",3.5,0.8115,1
"6168","1",3,1.1217,1
"6169","2",3,-0.2751,1
"6170","2",3.5,1.7198,1
"6171","2",3,0.5648,1
"6172","2",3,-0.874,1
"6175","2",3.5,-0.056,1
